CatId;TemplateId;Name;Levels;FatherNum;Active;CatId;TemplateId;AcctCode;ActId;AcctName
174;6;I.C.B.F. - ADMON;5;173;N;174;6;51057501;51057501;I.C.B.F. - ADMON
175;6;SENA;4;136;N;?;?;?;?;?
176;6;S.E.N.A. - ADMON;5;175;N;176;6;51057801;51057801;S.E.N.A. - ADMON
177;6;GASTOS MEDICOS Y DROGAS;4;136;N;?;?;?;?;?
178;6;ADMON-GASTOS MEDICOS Y DROGAS;5;177;N;178;6;51058401;51058401;ADMON-GASTOS MEDICOS Y DROGAS
179;6;OTROS PAGOS LABORALES ADMON;4;136;N;?;?;?;?;?
180;6;CAPACITACION AL PERSONAL;5;179;N;180;6;51059501;51059501;CAPACITACION AL PERSONAL
181;6;HONORARIOS;3;135;N;?;?;?;?;?
182;6;REVISORIA FISCAL;4;181;N;182;6;511010;511010;REVISORIA FISCAL
183;6;REVISORIA FISCAL;4;181;N;?;?;?;?;?
184;6;REVISORIA FISCAL;5;183;N;184;6;51101105;51101105;REVISORIA FISCAL
185;6;HONORARIOS;4;181;N;185;6;511040;511040;ASESORIA TRIBUTARIA
185;6;HONORARIOS;4;181;N;185;6;511030;511030;ASESORIA FINANCIERA
186;6;ASESORIA TRIBURATIA;4;181;N;?;?;?;?;?
187;6;ASESORIA TRIBUTARIA;5;186;N;187;6;51104105;51104105;ASESORIA TRIBUTARIA
188;6;OTROS;4;181;N;?;?;?;?;?
189;6;OTROS;5;188;N;189;6;51109501;51109501;HONORARIOS
189;6;OTROS;5;188;N;189;6;51109502;51109502;ASESORIAS
189;6;OTROS;5;188;N;189;6;51109503;51109503;DE ADMINISTRACION
190;6;IMPUESTOS;3;135;N;?;?;?;?;?
191;6;INDUSTRIA Y COMERCIO;4;190;N;?;?;?;?;?
192;6;INDUSTRIA CIO Y AVISOS ADMIN;5;191;N;192;6;51150501;51150501;INDUSTRIA CIO Y AVISOS ADMIN
193;6;A LA PROPIEDAD RAIZ;4;190;N;?;?;?;?;?
194;6;A LA PROPIEDAD RAIZ;5;193;N;194;6;51151501;51151501;A LA PROPIEDAD RAIZ
195;6;VALORIZACIONES;4;190;N;?;?;?;?;?
196;6;DE VALORIZACIONES;5;195;N;196;6;51152501;51152501;DE VALORIZACIONES
197;6;DE VEHICULOS;4;190;N;?;?;?;?;?
198;6;IMPUESTOS DE VEHICULOS;5;197;N;198;6;51154001;51154001;IMPUESTOS DE VEHICULOS
199;6;IVA DESCONTABLE;4;190;N;?;?;?;?;?
200;6;IVA DESCONTABLE - ADMON;5;199;N;200;6;51157001;51157001;IVA DESCONTABLE - ADMON
201;6;OTROS IMPUESTOS;4;190;N;?;?;?;?;?
202;6;IMPUESTO PREDIAL;5;201;N;202;6;51159501;51159501;IMPUESTO PREDIAL
203;6;ARRENDAMIENTOS;3;135;N;?;?;?;?;?
204;6;CONSTRUCCIONES Y EDIFICACIONES;4;203;N;?;?;?;?;?
205;6;CONSTRUCCIONES Y EDIFICACIONES;5;204;N;205;6;51201003;51201003;BODEGA 4 - CRA 35 12A 10
205;6;CONSTRUCCIONES Y EDIFICACIONES;5;204;N;205;6;51201002;51201002;BODEGA 3 - CRA 35 12 70
205;6;CONSTRUCCIONES Y EDIFICACIONES;5;204;N;205;6;51201001;51201001;BODEGA 2 - CRA 35 # 12 - 58
206;6;CONTRIBUCIONES Y AFILIACIONES;3;135;N;?;?;?;?;?
207;6;CONTRIBUCIONES;4;206;N;?;?;?;?;?
208;6;SUPER SOCIEDADES;5;207;N;208;6;51250501;51250501;SUPER SOCIEDADES
209;6;SEGUROS;3;135;N;?;?;?;?;?
210;6;SEGURO VIDA COLECTIVA;4;209;N;?;?;?;?;?
211;6;SEGURO DE VIDA;5;210;N;211;6;51302001;51302001;SEGURO DE VIDA
212;6;INCENDIO;4;209;N;?;?;?;?;?
213;6;INCENDIO  ADMON;5;212;N;213;6;51302501;51302501;INCENDIO  ADMON
214;6;SUSTRACCION Y HURTO;4;209;N;?;?;?;?;?
215;6;SUSTRACCION Y HURTO;5;214;N;215;6;51303501;51303501;SUSTRACCION Y HURTO
216;6;FLOTA Y EQUIPO DE TRANSPORTE;4;209;N;?;?;?;?;?
217;6;AUTOS Y CAMIONETAS;5;216;N;217;6;51304001;51304001;AUTOS Y CAMIONETAS
218;6;OBLIGATORIO ACCIDENTE TRANSITO;4;209;N;?;?;?;?;?
219;6;OBLIGATORIO ACCIDENTE TRANSITO;5;218;N;219;6;51307501;51307501;OBLIGATORIO ACCIDENTE TRANSITO
220;6;OTROS;4;209;N;?;?;?;?;?
221;6;OTROS SEGUROS;5;220;N;221;6;51309501;51309501;OTROS SEGUROS
222;6;SERVICIOS;3;135;N;?;?;?;?;?
223;6;ASEO Y VIGILANCIA;4;222;N;?;?;?;?;?
224;6;ASEO Y VIGILANCIA;5;223;N;224;6;51350501;51350501;SERVICIO DE ASEO
224;6;ASEO Y VIGILANCIA;5;223;N;224;6;51350502;51350502;SERVICIO DE VIGILANCIA
225;6;PROCESAMIENTO ELECTRONICO DATO;4;222;N;?;?;?;?;?
226;6;PROC. ELECTRONICO DATOS;5;225;N;226;6;51352001;51352001;PROC. ELECTRONICO DATOS
227;6;ACUEDUCTO Y ALCANTARILLADO;4;222;N;?;?;?;?;?
228;6;ACUEDUCTO Y ALCANTARILLADO;5;227;N;228;6;51352501;51352501;ACUEDUCTO Y ALCANTARILLADO
229;6;TELEFONO;4;222;N;?;?;?;?;?
230;6;COMUNICACION CELULAR S.A. COMCEL;5;229;N;230;6;51353502;51353502;COMUNICACION CELULAR S.A. COMCEL
231;6;CORREO PORTES Y TELEGRAMAS;4;222;N;?;?;?;?;?
232;6;CORREO PORTES Y TELEGRAMAS;5;231;N;232;6;51354001;51354001;CORREO PORTES Y TELEGRAMAS
233;6;TRANSPORTE FLETES Y ACARREOS;4;222;N;?;?;?;?;?
234;6;TRANSPORTES FLETES Y ACARREOS;5;233;N;234;6;51355001;51355001;TRANSPORTES FLETES Y ACARREOS
235;6;OTROS;4;222;N;?;?;?;?;?
236;6;OTROS SERVICIOS - ADMON;5;235;N;236;6;51359501;51359501;OTROS SERVICIOS - ADMON
237;6;GASTOS LEGALES;3;135;N;?;?;?;?;?
238;6;NOTARIALES;4;237;N;?;?;?;?;?
239;6;NOTARIALES ADMON;5;238;N;239;6;51400501;51400501;NOTARIALES ADMON
240;6;REGISTRO MERCANTIL;4;237;N;?;?;?;?;?
241;6;CAMARA DE COMERCIO DE BOGOTA;5;240;N;241;6;51401001;51401001;CAMARA DE COMERCIO DE BOGOTA
242;6;OTROS;4;237;N;?;?;?;?;?
243;6;OTROS GASTOS LEGALES;5;242;N;243;6;51409501;51409501;OTROS GASTOS LEGALES
244;6;MANTENIMIENTO Y REPARACIONES;3;135;N;?;?;?;?;?
245;6;CONSTRUCCIONES Y EDIFICACIONES;4;244;N;?;?;?;?;?
246;6;MANT. EDIFICACIONES - ADMON;5;245;N;246;6;51451001;51451001;MANT. EDIFICACIONES - ADMON
247;6;MAQUINARIA Y EQUIPO;4;244;N;?;?;?;?;?
248;6;MANT. EQUIPO OFICINA - ADMON;5;247;N;248;6;51451501;51451501;MANT. EQUIPO OFICINA - ADMON
249;6;EQUIPO DE OFICINA;4;244;N;?;?;?;?;?
250;6;MANT. EQUIPO OFICINA ADMON;5;249;N;250;6;51452001;51452001;MANT. EQUIPO OFICINA ADMON
251;6;EQUIPO COMPUTACION Y COMUNICAC;4;244;N;?;?;?;?;?
252;6;MANT. EQUIPO COMPUT. Y COMUNI.;5;251;N;252;6;51452501;51452501;MANT. EQUIPO COMPUT. Y COMUNI.
253;6;ADECUACION E INSTALACION;3;135;N;?;?;?;?;?
254;6;REPARACIONES LOCATIVAS;4;253;N;?;?;?;?;?
255;6;MEJORAS PROPIEDAD AJENA;5;254;N;255;6;51501501;51501501;MEJORAS PROPIEDAD AJENA
256;6;GASTOS DE VIAJE;3;135;N;?;?;?;?;?
257;6;ALOJAMIENTO Y MANUTENCION;4;256;N;?;?;?;?;?
258;6;GASTOS DE VIAJE ADMON;5;257;N;258;6;51550501;51550501;GASTOS DE VIAJE ADMON
259;6;DEPRECIACIONES;3;135;N;?;?;?;?;?
260;6;CONSTRUCCIONES Y EDIFICACIONES;4;259;N;?;?;?;?;?
261;6;CONSTRUCCIONES Y EDIFICACIONES-DEP;5;260;N;261;6;51600501;51600501;CONSTRUCCIONES Y EDIFICACIONES-DEP
262;6;EQUIPO DE OFICINA;4;259;N;?;?;?;?;?
263;6;EQUIPO DE OFICINA - DEPRECIAC.;5;262;N;263;6;51601501;51601501;EQUIPO DE OFICINA - DEPRECIAC.
264;6;EQUIPO DE COMPUTACION Y COMUN.;4;259;N;?;?;?;?;?
265;6;EQUIPO DE COMPUTACION Y COMUN.;5;264;N;265;6;51602001;51602001;EQUIPO COMPUTACION - DEPREC.
265;6;EQUIPO DE COMPUTACION Y COMUN.;5;264;N;265;6;51602002;51602002;EQUIPO DE COMUNICACION - DEP.
266;6;FLOTA Y EQUIPO DE TRANSPORTE;4;259;N;?;?;?;?;?
267;6;FLOTA Y EQUIPO TRANSP.-DEPREC.;5;266;N;267;6;51603501;51603501;FLOTA Y EQUIPO TRANSP.-DEPREC.
268;6;AMORTIZACIONES;3;135;N;?;?;?;?;?
269;6;CARGOS DIFERIDOS;4;268;N;?;?;?;?;?
270;6;AMORTIZACION - SOFTWARE;5;269;N;270;6;51651501;51651501;AMORTIZACION - SOFTWARE
271;6;DIVERSOS;3;135;N;?;?;?;?;?
272;6;SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;4;271;N;?;?;?;?;?
273;6;SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;5;272;N;273;6;51950507;51950507;DESARROLLO DE COMITES
273;6;SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;5;272;N;273;6;51950506;51950506;PROGRAMA DE MANTENIMIENTO
273;6;SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;5;272;N;273;6;51950504;51950504;PLAN PARA LA PREPARACIÓN, PREVENCIÓN Y ATENCIÓN DE EMERGENCIAS
273;6;SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;5;272;N;273;6;51950503;51950503;VIGILANCIA DE LA SALUD
273;6;SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;5;272;N;273;6;51950502;51950502;PROGRAMA DE ELEMENTOS DE PROTECCIÓN PERSONAL Y DOTACIÓN
273;6;SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;5;272;N;273;6;51950501;51950501;DIRECIONAMIENTO DEL SG-SST
274;6;LIBROS SUSC. PERIOD. Y REVISTA;4;271;N;?;?;?;?;?
275;6;LIBROS SUSC. PERIOD. Y REVISTA;5;274;N;275;6;51951001;51951001;LIBROS SUSC. PERIOD. Y REVISTA
276;6;DE REPRESEN. Y RELAC. PUBLICAS;4;271;N;?;?;?;?;?
277;6;DE REPRESEN. Y RELAC. PUBLICAS;5;276;N;277;6;51952001;51952001;DE REPRESEN. Y RELAC. PUBLICAS
278;6;ELEMENTOS DE ASEO Y CAFETERIA;4;271;N;?;?;?;?;?
279;6;ELEMENTOS DE ASEO Y CAFETERIA;5;278;N;279;6;51952501;51952501;ELEMENTOS DE ASEO Y CAFETERIA
280;6;UTILES PAPELERIA Y FOTOCOPIAS;4;271;N;?;?;?;?;?
281;6;UTILES PAPELERIA Y FOTOCOPIA;5;280;N;281;6;51953001;51953001;UTILES PAPELERIA Y FOTOCOPIA
282;6;COMBUSTIBLES Y LUBRICANTES;4;271;N;?;?;?;?;?
283;6;COMBUSTIBLES Y LUBRICANTES;5;282;N;283;6;51953501;51953501;COMBUSTIBLES Y LUBRICANTES
284;6;TAXIS Y BUSES;4;271;N;?;?;?;?;?
285;6;TAXIS Y BUSES;5;284;N;285;6;51954501;51954501;TAXIS Y BUSES
286;6;PEAJES;4;271;N;?;?;?;?;?
287;6;PEAJES;5;286;N;287;6;51955001;51955001;PEAJES
288;6;PARQUEADEROS;4;271;N;?;?;?;?;?
289;6;PARQUEADEROS;5;288;N;289;6;51956501;51956501;PARQUEADEROS
290;6;OTROS;4;271;N;?;?;?;?;?
291;6;OTROS GASTOS DIVERSOS ADMON;5;290;N;291;6;51959501;51959501;OTROS GASTOS DIVERSOS ADMON
292;6;DETERIORO DEL ACTIVO;3;135;N;?;?;?;?;?
293;6;DETERIORO DE CUENTAS POR COBRAR Y OTRAS CUENTAS X COBRAR;4;292;N;?;?;?;?;?
294;6;DETERIORO DEL VALOR DE PROPIEDAD, PLANTA Y EQUIPO;4;292;N;?;?;?;?;?
295;6;PROVISIONES;3;135;N;?;?;?;?;?
296;6;PROVISION INVERSIONES;4;295;N;?;?;?;?;?
297;6;BANCOLOMBIA;5;296;N;297;6;51990501;51990501;BANCOLOMBIA
298;6;Operacionales De Ventas;2;134;N;?;?;?;?;?
299;6;GASTOS DE PERSONAL;3;298;N;?;?;?;?;?
300;6;SALARIO INTEGRAL;4;299;N;?;?;?;?;?
301;6;VENTAS INTEGRAL;5;300;N;301;6;52050301;52050301;VENTAS INTEGRAL
302;6;SUELDOS;4;299;N;?;?;?;?;?
303;6;SUELDOS;5;302;N;303;6;52050601;52050601;SUELDOS VENTAS
303;6;SUELDOS;5;302;N;303;6;52050607;52050607;PERMISOS NO REMUNERADOS Y SANCION DOMINGO
303;6;SUELDOS;5;302;N;303;6;52050608;52050608;LIC Y PERMISOS REMUNERADOS
303;6;SUELDOS;5;302;N;303;6;52050610;52050610;NOMINA POR DISTRIBUIR
304;6;HORAS EXTRAS Y RECARGOS;4;299;N;?;?;?;?;?
305;6;HORAS EXTRAS VENTAS;5;304;N;305;6;52051501;52051501;HORAS EXTRAS VENTAS
306;6;COMISIONES;4;299;N;?;?;?;?;?
307;6;COMISIONES;5;306;N;307;6;52051804;52051804;COMISIONES  D.T.M.V.
307;6;COMISIONES;5;306;N;307;6;52051801;52051801;COMISIONES VENTAS
308;6;INCAPACIDADES;4;299;N;?;?;?;?;?
309;6;INCAPACIDADES;5;308;N;309;6;52052401;52052401;INCAPACIDADES VENTAS
310;6;AUXILIO DE TRANSPORTE;4;299;N;?;?;?;?;?
311;6;AUXILIO DE TRANSPORTE;5;310;N;311;6;52052701;52052701;AUXILIO DE TRANSPORTE VENTAS
312;6;CESANTIAS;4;299;N;?;?;?;?;?
313;6;CESANTIAS;5;312;N;313;6;52053016;52053016;PAGOS CESANTIA D.T.V.
313;6;CESANTIAS;5;312;N;313;6;52053015;52053015;PAGOS CESANTIA D.M.P.C.V.
313;6;CESANTIAS;5;312;N;313;6;52053014;52053014;PAGOS CESANTIA D.T.M.
313;6;CESANTIAS;5;312;N;313;6;52053013;52053013;PAGOS CESANTIA D.M.P.A.
313;6;CESANTIAS;5;312;N;313;6;52053012;52053012;PAGOS CESANTIA D.M.P.C.-P.
313;6;CESANTIAS;5;312;N;313;6;52053007;52053007;PAGOS CESANTIA
313;6;CESANTIAS;5;312;N;313;6;52053006;52053006;PROVISION CESANTIA DTV
313;6;CESANTIAS;5;312;N;313;6;52053005;52053005;PROVISION CESANTIA DMPCV
313;6;CESANTIAS;5;312;N;313;6;52053004;52053004;PROVISION CESANTIA DTM
313;6;CESANTIAS;5;312;N;313;6;52053003;52053003;PROVISION CESANTIAS DMPA
313;6;CESANTIAS;5;312;N;313;6;52053002;52053002;PROVISION CESANTIA DMPC-P
313;6;CESANTIAS;5;312;N;313;6;52053001;52053001;CESANTIAS VENTAS
314;6;INTERESES SOBRE CESANTIAS;4;299;N;?;?;?;?;?
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053316;52053316;PAGOS INT. S/CES. DTV
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053315;52053315;PAGOS INT. S/CES. DMPCV
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053314;52053314;PAGOS INT. S/CES. DTM
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053313;52053313;PAGOS INT. S/CES. DMPA
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053312;52053312;PAGOS INT. S/CES. DMPC-P
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053307;52053307;PAGOS INT. S/CES.
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053306;52053306;PROVISION INT. S/CES. DTV
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053305;52053305;PROVISION INT. S/CES. DMPCV
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053304;52053304;PROVISION INT.S/CES. DTM
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053303;52053303;PROVISION INT. S/CES. DMPA
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053302;52053302;PROVISION INT. S/CES. DMPC-P
315;6;INTERESES SOBRE CESANTIAS;5;314;N;315;6;52053301;52053301;INT. CESANTIAS VENTAS
316;6;PRIMA DE SERVICIOS;4;299;N;?;?;?;?;?
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053616;52053616;PAGOS PRIMA D.T.V.
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053615;52053615;PAGOS PRIMA D.M.P.C.V.
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053614;52053614;PAGOS PRIMA D.T.M.
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053613;52053613;PAGOS PRIMA D.M.P.A.
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053612;52053612;PAGOS PRIMA D.M.P.C.-P.
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053607;52053607;PAGOS PRIMA
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053606;52053606;PROVISION PRIMA DTV
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053605;52053605;PROVISION PRIMA DMPCV
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053604;52053604;PROVISION PRIMA DTM
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053603;52053603;PROVISION PRIMA DMPA
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053602;52053602;PROVISION PRIMA DMPC-P
317;6;PRIMA DE SERVICIOS;5;316;N;317;6;52053601;52053601;PRIMA DE VENTAS
318;6;VACACIONES;4;299;N;?;?;?;?;?
319;6;VACACIONES;5;318;N;319;6;52053917;52053917;PROPORCION VACACIONES MES ANTERIORES
319;6;VACACIONES;5;318;N;319;6;52053916;52053916;PAGOS VACACIONES DTV
319;6;VACACIONES;5;318;N;319;6;52053915;52053915;PAGOS VACACIONES DMPCV
319;6;VACACIONES;5;318;N;319;6;52053914;52053914;PAGOS VACACIONES DTM
319;6;VACACIONES;5;318;N;319;6;52053913;52053913;PAGOS VACACIONES DMPA
319;6;VACACIONES;5;318;N;319;6;52053912;52053912;PAGOS VACACIONES DMPC-P
319;6;VACACIONES;5;318;N;319;6;52053909;52053909;VACACIONES DTMV - DINERO
319;6;VACACIONES;5;318;N;319;6;52053908;52053908;VACACIONES DMPC - DINERO
319;6;VACACIONES;5;318;N;319;6;52053907;52053907;PAGOS VACACIONES
319;6;VACACIONES;5;318;N;319;6;52053906;52053906;PROVISION VACACIONES DTV
319;6;VACACIONES;5;318;N;319;6;52053905;52053905;PROVISION VACACIONES DMPCV
319;6;VACACIONES;5;318;N;319;6;52053904;52053904;PROVISION VACACIONES DTM
319;6;VACACIONES;5;318;N;319;6;52053903;52053903;PROVISION VACACIONES DMPA
319;6;VACACIONES;5;318;N;319;6;52053902;52053902;PROVISION VACACIONES DMPC
319;6;VACACIONES;5;318;N;319;6;52053901;52053901;VACACIONES DE VENTAS
320;6;AUXILIOS POR MERALIBERALIDAD;4;299;N;?;?;?;?;?
321;6;AUXILIOS POR MERALIBERALIDAD;5;320;N;321;6;52054502;52054502;AUXILIOS DE MOVILIZACION
321;6;AUXILIOS POR MERALIBERALIDAD;5;320;N;321;6;52054501;52054501;AUXILIOS POR MERALIBERALIDAD
322;6;BONIFICACIONES;4;299;N;?;?;?;?;?
323;6;BONIFICACIONES POR MERA LIBERALIDAD DE VENTAS;5;322;N;323;6;52054801;52054801;BONIFICACIONES POR MERA LIBERALIDAD DE VENTAS
324;6;DOTACION A TRABAJADORES;4;299;N;?;?;?;?;?
325;6;DOTACION A TRABAJADORES;5;324;N;325;6;52055101;52055101;DOTACION VENTAS
325;6;DOTACION A TRABAJADORES;5;324;N;325;6;52055102;52055102;DOTACION A TRAB. - DMPC
325;6;DOTACION A TRABAJADORES;5;324;N;325;6;52055103;52055103;DOTACION A TRAB. - DMPA
325;6;DOTACION A TRABAJADORES;5;324;N;325;6;52055104;52055104;DOTACION A TRAB. - DTMV
326;6;SEGUROS;4;299;N;?;?;?;?;?
327;6;SEGUROS;5;326;N;327;6;52055408;52055408;SEGURO DE VIDA  - DTMV
327;6;SEGUROS;5;326;N;327;6;52055407;52055407;SEGURO DE VIDA  - DMPA
327;6;SEGUROS;5;326;N;327;6;52055406;52055406;SEGURO DE VIDA - DMPC
327;6;SEGUROS;5;326;N;327;6;52055404;52055404;SEG. EQUIPO DE TRANSP. - DTMV
327;6;SEGUROS;5;326;N;327;6;52055403;52055403;SEG. EQUIPO DE TRANSP. - DMPA
327;6;SEGUROS;5;326;N;327;6;52055402;52055402;SEG. EQUIPO DE TRANSP. - DMPC
327;6;SEGUROS;5;326;N;327;6;52055401;52055401;SEGUROS VENTAS
328;6;INDEMNIZACIONES LABORALES;4;299;N;?;?;?;?;?
329;6;INDEMNIZACION VENTAS;5;328;N;329;6;52056001;52056001;INDEMNIZACION VENTAS
330;6;CAPACITACION AL PERSONAL;4;299;N;?;?;?;?;?
331;6;CAPACITACION AL PERSONAL;5;330;N;331;6;52056302;52056302;CAPACITACION D.M.P.C.
331;6;CAPACITACION AL PERSONAL;5;330;N;331;6;52056303;52056303;CAPACITACION D.M.P.A.
331;6;CAPACITACION AL PERSONAL;5;330;N;331;6;52056304;52056304;CAPACITACION D.T.M.V.
332;6;ADM.  RIESGOS PROFESIONALES;4;299;N;?;?;?;?;?
333;6;ADM.  RIESGOS PROFESIONALES;5;332;N;333;6;52056806;52056806;SURATEP - A.R.P. /  D.T.V.
333;6;ADM.  RIESGOS PROFESIONALES;5;332;N;333;6;52056805;52056805;SURATEP - A.R.P. /  D.M.P.C.V.
333;6;ADM.  RIESGOS PROFESIONALES;5;332;N;333;6;52056804;52056804;SURATEP - A.R.P. /  D.T.M.
333;6;ADM.  RIESGOS PROFESIONALES;5;332;N;333;6;52056803;52056803;SURATEP - A.R.P. /  D.M.P.A.
333;6;ADM.  RIESGOS PROFESIONALES;5;332;N;333;6;52056802;52056802;SURATEP - A.R.P. /  D.M.P.C.P.
333;6;ADM.  RIESGOS PROFESIONALES;5;332;N;333;6;52056801;52056801;A.R.P. RIESGOS VENTAS
334;6;ENTIDADES PROMOTORAS SALUD;4;299;N;?;?;?;?;?
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056917;52056917;PAGOS E.P.S. PROPORCIONALES MES ANT.
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056916;52056916;E.P.S. - DTV APORTE EMPLEADO
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056915;52056915;E.P.S. - DMPCV APORTE EMPLEADO
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056914;52056914;E.P.S. - DTM APORTE EMPLEADO
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056913;52056913;E.P.S. - DMPA APORTE EMPLEADO
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056912;52056912;E.P.S. - DMPC-P APORTE EMPLEADO
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056908;52056908;U.C.P. ADICIONAL - D.T.M.V.
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056906;52056906;APORTE E.P.S. - D.T.V.
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056905;52056905;APORTE E.P.S. - D.M.P.V.
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056904;52056904;APORTE E.P.S. - D.T.M.
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056903;52056903;APORTE E.P.S. - D.M.P.A.
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056902;52056902;APORTE E.P.S. - D.M.P.C.
335;6;ENTIDADES PROMOTORAS SALUD;5;334;N;335;6;52056901;52056901;SALUD VENTAS
336;6;APORTES FONDO PENSIONES/CESANT;4;299;N;?;?;?;?;?
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057018;52057018;FONDO PENSIONES VOLUNTARIAS - VTAS
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057017;52057017;PAGOS FONDO PEN. PROPORCIONALES MES ANT.
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057016;52057016;PENSION DTV - APORTE EMPLEADO
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057015;52057015;PENSION DMPC-V - APORTE EMPLEADO
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057014;52057014;PENSION DTM - APORTE EMPLEADO
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057013;52057013;PENSION DMPA - APORTE EMPLEADO
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057012;52057012;PENSION DMPC-P - APORTE EMPLEADO
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057010;52057010;PROPORCION F.S.P. MES ANTERIORES
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057009;52057009;APORTE F.S.P.
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057007;52057007;APORTE F.S.P.
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057006;52057006;APORTE PENSION DTV
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057005;52057005;APORTE PENSION DMPC-V
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057004;52057004;APORTE PENSION DTM
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057003;52057003;APORTE PENSION DMPA
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057002;52057002;APORTE  PENSION  DMPC
337;6;APORTES FONDO PENSIONES/CESANT;5;336;N;337;6;52057001;52057001;PENSION VENTAS
338;6;APORTES CAJA DE COMPEN. FLIAR;4;299;N;?;?;?;?;?
339;6;APORTES CAJA DE COMPEN. FLIAR;5;338;N;339;6;52057206;52057206;APORTE CAFAM  D.T.V.
339;6;APORTES CAJA DE COMPEN. FLIAR;5;338;N;339;6;52057205;52057205;APORTE CAFAM  D.M.P.C.-V.
339;6;APORTES CAJA DE COMPEN. FLIAR;5;338;N;339;6;52057204;52057204;APORTE CAFAM  D.T.M.
339;6;APORTES CAJA DE COMPEN. FLIAR;5;338;N;339;6;52057203;52057203;APORTE CAFAM  D.M.P.A.
339;6;APORTES CAJA DE COMPEN. FLIAR;5;338;N;339;6;52057202;52057202;APORTE CAFAM  D.M.P.C.-P.
339;6;APORTES CAJA DE COMPEN. FLIAR;5;338;N;339;6;52057201;52057201;APORTE CAFAM VENTAS
340;6;APORTES I.C.B.F.;4;299;N;?;?;?;?;?
341;6;APORTES I.C.B.F.;5;340;N;341;6;52057506;52057506;APORTE I.C.B.F.  D.T.V.
341;6;APORTES I.C.B.F.;5;340;N;341;6;52057505;52057505;APORTE I.C.B.F.   D.M.P.C.-V.
341;6;APORTES I.C.B.F.;5;340;N;341;6;52057504;52057504;APORTE I.C.B.F.  D.T.M.
